measurement_date,upstream_water_level,downstream_water_level,inflow_rate,outflow_rate
2019 Oct 21,170.87,65.76,16000,15200
2019 Oct 22,171.42,65.69,20000,15100
2019 Oct 23,172.07,65.76,17000,15000
2019 Oct 24,172.72,65.59,18500,14900
2019 Oct 25,173.30,65.35,17500,14800
2019 Oct 26,173.53,64.91,17200,15900
2019 Oct 27,173.96,64.99,19500,15800
2019 Oct 28,174.43,64.84,19400,16400
2019 Oct 29,174.63,64.71,18300,16300
2019 Oct 30,174.74,64.94,17700,16500
2019 Oct 31,174.79,64.88,16000,16500
2019 Nov 01,174.75,64.92,15500,16500
2019 Nov 02,174.71,65.01,14500,16500
2019 Nov 03,174.11,64.86,13000,16500
2019 Nov 04,174.19,64.85,12800,16600
2019 Nov 05,174.13,64.79,12700,15400
2019 Nov 06,174.20,64.79,12700,14800
2019 Nov 07,174.22,64.87,12700,14800
2019 Nov 08,174.20,65.12,15500,14800
2019 Nov 09,174.27,64.97,12000,13600
2019 Nov 10,174.28,64.81,11000,13600
2019 Nov 11,174.02,65.33,11000,14900
2019 Nov 12,173.92,65.44,10000,13700
2019 Nov 13,173.79,65.19,10000,12500
2019 Nov 14,173.82,64.95,10000,11900
2019 Nov 15,174.05,64.41,9750,9900
2019 Nov 16,174.15,64.54,9500,9920
2019 Nov 17,174.24,64.86,9500,9910
2019 Nov 18,174.31,64.96,9600,9920
2019 Nov 19,174.35,65.12,9200,10600
2019 Nov 20,174.43,65.31,8500,10600
2019 Nov 21,174.40,65.12,7500,9800
2019 Nov 22,174.28,65.44,7000,9850
2019 Nov 23,174.15,65.12,6700,9830
2019 Nov 24,173.88,64.87,6500,9840
2019 Nov 25,173.83,65.03,7400,9860
2019 Nov 26,173.97,64.49,7500,7540
2019 Nov 27,174.24,64.86,7400,7070
2019 Nov 28,174.24,66.02,7100,7070
2019 Nov 29,174.34,65.99,7300,7690
2019 Nov 30,174.48,65.85,6700,7660
2019 Dec 01,174.60,65.74,6900,8260
2019 Dec 02,174.56,65.79,7000,8260
2019 Dec 03,174.62,65.65,7200,8860
2019 Dec 04,174.67,65.68,7700,8860
2019 Dec 05,174.70,65.01,7600,8810
2019 Dec 06,174.66,65.17,7600,9440
2019 Dec 07,174.65,65.40,7500,9450
2019 Dec 08,174.62,65.56,7300,9460
2019 Dec 09,174.58,65.23,7300,9450
2019 Dec 10,174.57,65.58,7300,9450
2019 Dec 11,174.46,65.12,7300,9450
2019 Dec 12,174.37,65.32,7100,9480
2019 Dec 13,174.29,65.66,6900,9500
2019 Dec 14,173.23,65.28,6900,8260
2019 Dec 15,174.26,65.34,6700,7660
2019 Dec 16,174.27,65.20,6700,8260
2019 Dec 17,174.25,65.05,6800,8260
2019 Dec 18,174.26,65.02,7000,8250
2019 Dec 19,174.24,64.93,7000,8210
2019 Dec 20,174.23,65.04,7000,8260
2019 Dec 21,174.33,65.05,7000,7630
2019 Dec 22,174.38,65.12,7000,7640
2019 Dec 23,174.36,65.22,7000,8250
2019 Dec 24,174.32,65.73,6900,8250
2019 Dec 25,174.30,65.82,6500,8320
2019 Dec 26,174.33,65.93,6500,8320
2019 Dec 27,174.33,65.86,6500,8310
2019 Dec 28,174.29,65.77,6800,8300
2019 Dec 29,174.32,65.70,6700,8290
2019 Dec 30,174.26,65.50,6900,8290
2019 Dec 31,174.07,65.52,6700,10100
2020 Jan 01,174.00,65.57,6700,9520
2020 Jan 02,173.86,65.87,6500,10200
2020 Jan 03,173.69,65.52,6000,10200
2020 Jan 04,173.43,65.33,5900,9570
2020 Jan 05,173.23,65.24,5600,9520
2020 Jan 06,172.98,65.83,5500,10900
2020 Jan 07,172.78,65.27,5600,10800
2020 Jan 08,172.34,65.44,5600,10900
2020 Jan 09,172.43,65.69,6800,10900
2020 Jan 10,172.32,65.11,6800,10900
2020 Jan 11,172.21,65.62,6800,10900
2020 Jan 12,171.91,65.36,6600,10900
2020 Jan 13,171.76,65.17,6200,10900
2020 Jan 14,171.51,65.76,6300,11000
2020 Jan 15,171.34,65.34,6200,11000
2020 Jan 16,171.12,65.98,6200,11100
2020 Jan 17,170.94,65.91,6000,11100
2020 Jan 18,170.72,65.66,6000,11100
2020 Jan 19,170.42,65.47,5500,11100
2020 Jan 20,170.27,65.05,5600,9170
2020 Jan 21,170.13,64.59,5400,8510
2020 Jan 22,169.97,64.69,5400,8540
2020 Jan 23,169.79,65.47,5000,8590
2020 Jan 24,169.58,65.96,5000,10600
2020 Jan 25,169.45,65.83,4800,9910
2020 Jan 26,169.32,65.38,5500,9900
2020 Jan 27,169.22,65.82,5500,9950
2020 Jan 28,169.15,64.98,5500,9970
2020 Jan 29,169.04,65.96,5500,9970
2020 Jan 30,168.92,65.98,5500,9980
2020 Jan 31,168.81,65.34,5800,9930
2020 Feb 01,168.62,66.01,5700,10000
2020 Feb 02,168.52,65.61,5900,10800
2020 Feb 03,168.44,65.43,5800,9960
2020 Feb 04,168.28,65.93,5800,10000
2020 Feb 05,168.07,65.81,5800,10000
2020 Feb 06,167.95,65.76,5800,10000
2020 Feb 07,167.82,65.65,5800,10100
2020 Feb 08,167.71,65.65,5800,10100
2020 Feb 09,167.73,65.82,5800,10100
2020 Feb 10,167.57,65.77,5800,10100
2020 Feb 11,167.50,65.57,5800,10100
2020 Feb 12,167.43,65.59,5800,10100
2020 Feb 13,167.36,65.71,6000,10100
2020 Feb 14,167.44,65.75,6000,10100
2020 Feb 15,167.14,65.65,6000,10100
2020 Feb 16,167.09,65.83,6000,10100
2020 Feb 17,167.05,65.80,6000,10700
2020 Feb 18,167.14,65.56,6000,10000
2020 Feb 19,167.22,65.60,7300,10000
2020 Feb 20,167.30,65.67,7300,10000
2020 Feb 21,167.38,65.67,7000,10000
2020 Feb 22,167.54,65.31,8000,9970
2020 Feb 23,167.68,65.21,8100,9960
2020 Feb 24,167.70,65.81,8000,10700
2020 Feb 25,167.61,65.40,7500,10700
2020 Feb 26,167.52,65.19,7700,10700
2020 Feb 27,167.32,65.49,8000,11400
2020 Feb 28,167.38,65.45,8300,11400
2020 Feb 29,167.33,65.25,7800,11400
2020 Mar 01,167.18,65.26,7500,11400
2020 Mar 02,167.07,65.70,7500,11400
2020 Mar 03,167.08,65.40,7700,11400
2020 Mar 04,167.07,65.40,8000,11400
2020 Mar 05,167.00,65.57,8000,11400
2020 Mar 06,167.00,65.54,8000,11400
2020 Mar 07,167.82,65.65,8000,10400
2020 Mar 08,166.82,65.56,8000,10500
2020 Mar 09,166.80,65.11,8000,10400
2020 Mar 10,166.69,65.12,8000,12000
2020 Mar 11,166.51,65.77,8000,12100
2020 Mar 12,166.38,65.17,8000,12000
2020 Mar 13,166.23,65.91,8000,12200
2020 Mar 14,166.20,65.72,8000,12100
2020 Mar 15,166.14,65.21,8500,12100
2020 Mar 16,165.96,65.27,8500,12100
2020 Mar 17,165.91,64.88,8500,12100
2020 Mar 18,165.73,65.04,8400,12100
2020 Mar 19,165.57,64.92,8400,12100
2020 Mar 20,165.40,64.85,8300,12100
2020 Mar 21,165.27,64.86,8500,11500
2020 Mar 22,164.99,64.79,7800,11500
2020 Mar 23,164.81,64.84,7800,11600
2020 Mar 24,164.62,64.70,7800,11600
2020 Mar 25,164.42,64.91,7800,11600
2020 Mar 26,164.29,65.07,8400,11700
2020 Mar 27,164.28,64.92,10000,11600
2020 Mar 28,164.41,64.98,10000,11600
2020 Mar 29,164.53,64.57,9600,11600
2020 Mar 30,164.59,64.63,9600,11600
2020 Mar 31,164.59,64.64,9500,11600
2020 Apr 01,164.58,64.94,9500,11600
2020 Apr 02,164.62,64.98,10000,11600
2020 Apr 03,164.65,64.91,9700,11600
2020 Apr 04,164.74,64.49,9000,9190
2020 Apr 05,164.63,65.00,8800,11600
2020 Apr 06,164.48,65.13,8000,11700
2020 Apr 07,164.37,64.91,8100,11600
2020 Apr 08,164.15,64.53,8000,11600
2020 Apr 09,163.84,64.58,8000,12300
2020 Apr 10,163.97,64.69,7400,12300
2020 Apr 11,163.21,64.67,6900,12400
2020 Apr 12,162.84,64.69,6600,12400
2020 Apr 13,162.40,64.69,6600,12400
2020 Apr 14,161.98,65.11,6400,11900
2020 Apr 15,161.49,64.87,6400,11900
2020 Apr 16,161.07,64.85,6300,12000
2020 Apr 17,160.55,65.19,6500,12100
2020 Apr 18,160.14,64.74,7000,12100
2020 Apr 19,159.80,64.89,7200,12100
2020 Apr 20,159.43,65.28,7200,12200
2020 Apr 21,159.08,65.12,7800,12300
2020 Apr 22,158.90,64.83,8000,12300
2020 Apr 23,158.78,64.68,8000,12200
2020 Apr 24,158.70,65.00,8900,12300
2020 Apr 25,158.72,65.11,10000,11600
2020 Apr 26,158.66,64.91,8500,11600
2020 Apr 27,158.44,64.79,8500,12300
2020 Apr 28,158.17,65.16,8200,12400
2020 Apr 29,157.86,64.98,7500,12400
2020 Apr 30,157.48,64.86,7500,12500
2020 May 01,157.45,64.46,7000,7760
2020 May 02,157.15,65.03,6800,9940
2020 May 03,156.87,65.02,6400,9980
2020 May 04,156.71,64.87,6600,9970
2020 May 05,156.36,65.04,6500,10000
2020 May 06,155.93,65.17,7000,12700
2020 May 07,155.34,65.01,6800,12800
2020 May 08,155.03,65.17,7000,12200
2020 May 09,155.03,65.17,7000,12200
2020 May 10,155.42,64.77,7200,11500
2020 May 11,153.99,65.22,6700,11600
2020 May 12,153.46,64.72,6700,11700
2020 May 13,153.28,65.27,6700,8370
2020 May 14,152.84,64.95,7800,11000
2020 May 15,152.67,64.99,8100,11100
2020 May 16,152.57,65.25,8100,11200
2020 May 17,152.56,65.04,8600,11200
2020 May 18,152.48,65.20,8900,11200
2020 May 19,152.31,65.27,8600,12000
2020 May 20,151.97,65.19,9500,13500
2020 May 21,151.62,64.78,8700,14200
2020 May 22,151.43,64.93,9000,13500
2020 May 23,151.66,64.45,9600,8110
2020 May 24,151.79,64.99,9800,8110
2020 May 25,151.70,65.38,9500,9970
2020 May 26,151.50,64.89,9700,11400
2020 May 27,151.24,64.48,9500,12800
2020 May 28,150.58,65.48,9700,14600
2020 May 29,150.34,65.44,11000,14700
2020 May 30,150.18,65.61,10700,14800
2020 May 31,150.06,65.24,10300,11900
2020 Jun 01,149.40,65.29,10200,14900
2020 Jun 02,148.83,64.82,11500,16500
2020 Jun 03,148.46,65.08,13600,16700
2020 Jun 04,148.01,65.17,13000,18100
2020 Jun 05,147.29,65.28,12800,18400
2020 Jun 06,146.88,65.33,13200,15900
2020 Jun 07,145.85,66.03,13100,19100
2020 Jun 08,145.07,65.29,11000,15200
2020 Jun 09,145.20,65.11,12000,12500
2020 Jun 10,145.21,64.43,12000,13600
2020 Jun 11,145.19,64.90,12800,15200
2020 Jun 12,146.03,65.53,19000,18300
2020 Jun 13,145.84,65.50,16000,18500
2020 Jun 14,146.60,66.41,17500,15300
2020 Jun 15,146.13,67.32,17200,23600
2020 Jun 16,145.72,66.59,15500,21700
2020 Jun 17,145.99,65.27,18500,17600
2020 Jun 18,145.05,67.99,22000,26200
2020 Jun 19,145.25,67.54,26000,25000
2020 Jun 20,145.33,67.22,24500,24200
2020 Jun 21,145.60,68.74,33000,31600
2020 Jun 22,146.40,68.80,34500,31100
2020 Jun 23,147.21,68.84,32000,31000
2020 Jun 24,147.29,68.80,27000,30700
2020 Jun 25,146.12,67.42,22500,29800
2020 Jun 26,145.91,68.03,20500,26400
2020 Jun 27,145.99,67.36,20000,20900
2020 Jun 28,146.81,68.64,40000,30400
2020 Jun 29,147.60,69.12,33000,34100
2020 Jun 30,147.14,69.14,29000,34700
2020 Jul 01,146.34,69.13,33000,34100
2020 Jul 02,147.61,69.53,50000,35700
2020 Jul 03,149.31,69.18,34000,35400
2020 Jul 04,149.08,69.25,30000,35200
2020 Jul 05,149.23,69.20,35100,37200
2020 Jul 06,148.56,69.34,34500,35700
2020 Jul 07,148.96,68.54,30000,31700
2020 Jul 08,149.42,68.31,33000,31400
2020 Jul 09,149.74,67.70,27000,27500
2020 Jul 10,149.99,67.78,22000,24600
2020 Jul 11,150.50,67.28,26000,19000
2020 Jul 12,152.06,67.05,35000,18800
2020 Jul 13,154.35,66.82,34000,18900
2020 Jul 14,155.53,67.84,32500,23900
2020 Jul 15,155.80,68.58,30000,29000
2020 Jul 16,156.24,68.96,48000,30800
2020 Jul 17,158.45,69.00,59000,31700
2020 Jul 18,161.97,69.76,61000,35900
2020 Jul 19,163.88,70.65,53000,40100
2020 Jul 20,164.41,70.61,35800,39900
2020 Jul 21,163.22,70.62,29000,40200
2020 Jul 22,162.32,70.67,30000,41000
2020 Jul 23,160.57,71.07,31500,43100
2020 Jul 24,158.89,70.88,38000,41700
2020 Jul 25,158.77,70.12,36600,37600
2020 Jul 26,159.46,70.20,50000,37500
2020 Jul 27,160.95,70.20,60000,38000
2020 Jul 28,163.10,70.54,43500,40300
2020 Jul 29,163.18,70.53,32500,40200
2020 Jul 30,162.40,70.55,28200,40400
2020 Jul 31,161.15,69.82,32900,38600
2020 Aug 01,161.22,69.06,38000,34500
2020 Aug 02,160.75,70.05,36000,38800
2020 Aug 03,161.02,69.50,34800,34700
2020 Aug 04,160.91,69.56,30500,34800
2020 Aug 05,160.33,69.27,26500,33300
2020 Aug 06,159.57,69.35,27000,33400
2020 Aug 07,158.96,69.00,26000,31500
2020 Aug 08,158.42,69.00,28000,31600
2020 Aug 09,157.84,69.08,31500,31900
2020 Aug 10,157.74,69.12,30500,32000
2020 Aug 11,157.16,69.34,24500,32300
2020 Aug 12,155.40,69.95,26000,37400
2020 Aug 13,153.90,70.15,35500,39600
2020 Aug 14,153.26,70.73,39000,41600
2020 Aug 15,155.60,70.54,53000,40900
2020 Aug 16,157.13,70.97,47500,42500
2020 Aug 17,157.71,71.17,51000,44200
2020 Aug 18,158.39,71.89,64000,48000
2020 Aug 19,160.50,71.95,73800,47700
2020 Aug 20,163.63,71.89,74500,48800
2020 Aug 21,167.04,71.80,59000,48200
2020 Aug 22,167.41,71.71,37000,47700
2020 Aug 23,166.14,71.81,35000,47900
2020 Aug 24,164.69,71.83,35000,48200
2020 Aug 25,163.58,71.15,37000,44300
2020 Aug 26,163.77,70.29,39500,38000
2020 Aug 27,164.40,69.39,32000,33600
2020 Aug 28,163.92,69.34,26000,33800
2020 Aug 29,162.93,69.48,24000,34100
2020 Aug 30,161.72,69.12,22400,32400
2020 Aug 31,160.38,69.24,21000,32900
2020 Sep 01,159.19,69.14,33000,31400
2020 Sep 02,159.93,68.63,37500,29100
2020 Sep 03,160.72,68.47,28000,28000
2020 Sep 04,160.66,68.21,20500,26700
2020 Sep 05,159.74,68.31,20000,27100
2020 Sep 06,158.61,68.52,17500,27600
2020 Sep 07,157.10,68.43,18500,28200
2020 Sep 08,155.99,68.53,21500,28100
2020 Sep 09,155.04,68.66,20000,28600
2020 Sep 10,154.53,68.37,19500,26900
2020 Sep 11,154.45,67.93,22500,24400
2020 Sep 12,155.02,67.68,22500,22400
2020 Sep 13,155.27,67.70,21500,22300
2020 Sep 14,155.48,67.67,23500,22200
2020 Sep 15,155.47,68.09,26500,25600
2020 Sep 16,155.58,68.40,20000,27100
2020 Sep 17,156.07,68.57,37500,28000
2020 Sep 18,157.58,68.46,38000,27300
2020 Sep 19,159.10,68.32,37000,26600
2020 Sep 20,160.17,68.11,31000,26200
2020 Sep 21,160.70,68.25,27500,26000
2020 Sep 22,160.66,68.33,24500,26500
2020 Sep 23,160.40,68.36,24800,26800
2020 Sep 24,159.93,68.42,22700,27000
2020 Sep 25,159.30,68.48,23000,27300
2020 Sep 26,159.23,68.29,25500,26400
2020 Sep 27,159.76,68.00,27000,24600
2020 Sep 28,160.38,67.84,28500,24400
2020 Sep 29,161.85,67.44,30000,20400
2020 Sep 30,163.41,66.42,28000,17800
2020 Oct 01,165.19,65.87,27200,14900
2020 Oct 02,166.76,66.08,27500,14700
2020 Oct 03,168.50,66.02,30000,14500
2020 Oct 04,169.70,66.45,30000,17500
2020 Oct 05,170.76,67.45,39500,20600
2020 Oct 06,171.30,67.88,28000,23700
2020 Oct 07,171.52,67.71,25500,23600
2020 Oct 08,171.78,67.78,26000,23600
2020 Oct 09,172.08,67.84,26000,23500
2020 Oct 10,172.17,67.81,23500,23500
2020 Oct 11,172.13,67.94,21500,23500
2020 Oct 12,171.92,67.84,21000,23500
2020 Oct 13,171.73,67.89,20000,23600
2020 Oct 14,171.45,67.87,19500,23600
2020 Oct 15,171.17,67.93,20000,23700
2020 Oct 16,171.32,67.62,22000,21800
2020 Oct 17,171.71,67.52,23000,21600
2020 Oct 18,172.27,67.07,23000,19900
2020 Oct 19,172.90,65.54,23000,19500
2020 Oct 20,173.20,67.43,21500,20600
2020 Oct 21,173.39,67.41,20000,20600
2020 Oct 22,173.52,67.41,19500,20600
2020 Oct 23,173.64,67.34,19500,20500
2020 Oct 24,173.88,65.95,18600,17800
2020 Oct 25,174.25,65.66,17500,16500
2020 Oct 26,174.48,65.86,16000,16500
2020 Oct 27,174.52,65.92,15000,17100
2020 Oct 28,174.58,65.79,14500,18300
2020 Oct 29,174.57,65.86,14500,17700
2020 Oct 30,174.28,65.43,13000,17700
2020 Oct 31,174.35,65.55,13500,15900
2020 Nov 01,174.26,65.20,13000,15900
2020 Nov 02,174.18,65.07,13000,16400
2020 Nov 03,174.25,65.72,13500,15400
2020 Nov 04,174.31,65.51,13500,15200
2020 Nov 05,174.27,65.43,13500,15800
2020 Nov 06,174.29,65.49,13500,15800
2020 Nov 07,174.29,65.71,13500,15200
2020 Nov 08,174.22,66.10,12300,15300
2020 Nov 09,174.08,65.42,12300,15600
2020 Nov 10,173.99,65.52,12200,14600
2020 Nov 11,173.97,65.17,11800,14100
2020 Nov 12,173.87,65.59,11500,14100
2020 Nov 13,173.80,65.64,10500,13500
2020 Nov 14,173.86,65.18,10500,11600
2020 Nov 15,173.90,65.29,10100,11600
2020 Nov 16,173.78,65.12,9800,12200
2020 Nov 17,173.75,65.10,9800,11600
2020 Nov 18,173.80,65.48,9300,11700
2020 Nov 19,173.80,65.32,9500,11100
2020 Nov 20,173.74,64.95,8800,10700
2020 Nov 21,173.79,64.94,8100,9440
2020 Nov 22,173.78,64.83,7800,9440
2020 Nov 23,173.70,65.11,6800,9440
2020 Nov 24,173.68,65.10,6800,8850
2020 Nov 25,173.75,65.11,6700,7610
2020 Nov 26,173.71,65.37,6500,7640
2020 Nov 27,173.76,65.44,6400,7630
2020 Nov 28,173.79,64.88,6500,7580
2020 Nov 29,173.86,65.02,6500,7550
2020 Nov 30,173.79,64.88,6400,7500
2020 Dec 01,173.86,64.97,6400,7080
2020 Dec 02,173.82,65.34,6500,8200
2020 Dec 03,173.83,65.34,6400,8180
2020 Dec 04,173.94,65.43,6800,8200
2020 Dec 05,173.99,65.43,6600,8200
2020 Dec 06,174.06,65.59,7200,8210
2020 Dec 07,174.15,65.42,7300,8490
2020 Dec 08,174.27,65.33,7300,8670
2020 Dec 09,174.29,65.66,7300,8810
2020 Dec 10,174.32,65.61,7300,8850
2020 Dec 11,174.36,65.42,7700,8870
2020 Dec 12,174.42,65.50,7900,8960
2020 Dec 13,174.30,64.49,7900,8900
2020 Dec 14,174.09,64.45,7700,11500
2020 Dec 15,173.87,64.75,8000,12200
2020 Dec 16,173.59,64.79,7800,12900
2020 Dec 17,173.54,64.82,7600,11800
2020 Dec 18,173.55,65.35,7700,10700
2020 Dec 19,173.72,65.08,7800,8860
2020 Dec 20,173.85,65.04,7800,8860
2020 Dec 21,173.33,65.34,7900,11200
2020 Dec 22,173.73,65.23,7900,10700
2020 Dec 23,173.80,64.64,7900,9980
2020 Dec 24,173.78,64.99,7700,10000
2020 Dec 25,173.81,65.25,7600,8810
2020 Dec 26,173.86,65.16,7400,8200
2020 Dec 27,173.77,64.77,7200,8180
2020 Dec 28,173.66,64.80,6900,10000
2020 Dec 29,173.55,65.12,6800,11200
2020 Dec 30,173.20,65.62,7300,14200
2020 Dec 31,172.81,65.52,7100,14500
2021 Jan 01,172.88,65.03,7100,10100
2021 Jan 02,173.02,64.95,7200,8240
2021 Jan 03,173.05,64.85,7100,8220
2021 Jan 04,172.91,64.80,6700,10100
2021 Jan 05,172.63,65.08,6700,12500
2021 Jan 06,172.26,65.96,7200,14200
2021 Jan 07,171.63,65.26,7200,17900
2021 Jan 08,171.10,65.39,6700,18000
2021 Jan 09,170.69,65.05,8800,17900
2021 Jan 10,170.75,65.00,8800,13300
2021 Jan 11,170.59,65.61,8500,15800
2021 Jan 12,170.53,65.48,8500,14700
2021 Jan 13,170.51,65.59,8600,14100
2021 Jan 14,170.51,65.41,8200,13200
2021 Jan 15,170.37,65.63,7500,13300
2021 Jan 16,170.17,65.09,7500,13200
2021 Jan 17,170.08,65.31,7500,13300
2021 Jan 18,169.88,65.47,7500,13300
2021 Jan 19,169.82,65.36,7700,11400
2021 Jan 20,169.89,64.86,7700,10700
2021 Jan 21,169.94,64.24,7700,10000
2021 Jan 22,169.92,65.38,7500,10100
2021 Jan 23,169.90,65.33,7000,8890
2021 Jan 24,169.97,65.35,7000,8870
2021 Jan 25,169.97,65.29,6400,8870
2021 Jan 26,169.92,65.42,6400,8880
2021 Jan 27,169.91,65.41,6600,8890
2021 Jan 28,169.94,65.38,7100,8880
2021 Jan 29,169.97,65.16,7100,8870
2021 Jan 30,170.03,65.13,7000,8840
2021 Jan 31,170.09,65.64,7000,8890
2021 Feb 01,,,,
2021 Feb 02,,,,
2021 Feb 03,,,,
2021 Feb 04,,,,
2021 Feb 05,,,,
2021 Feb 06,170.00,39.98,7100,6370
2021 Feb 07,169.81,39.89,7100,6380
2021 Feb 08,169.69,39.92,5500,6400
2021 Feb 09,169.67,39.57,5500,4880
2021 Feb 10,,,,
2021 Feb 11,,,,
2021 Feb 12,169.10,40.29,5200,5560
2021 Feb 13,168.92,40.68,5000,8050
2021 Feb 14,168.72,40.35,5000,5680
2021 Feb 15,168.54,40.48,4900,5560
2021 Feb 16,168.43,39.99,5000,4900
2021 Feb 17,168.12,40.12,4900,5580
2021 Feb 18,167.99,40.00,4900,5570
2021 Feb 19,167.82,40.34,4900,6520
2021 Feb 20,167.71,40.00,5000,5680
2021 Feb 21,167.62,40.18,5300,5950
2021 Feb 22,167.45,39.83,5400,5570
2021 Feb 23,167.23,39.83,5000,5750
2021 Feb 24,166.93,40.40,5000,7890
2021 Feb 25,166.93,39.90,4800,5520
2021 Feb 26,166.82,39.90,5100,5540
2021 Feb 27,166.60,39.62,5300,7880
2021 Feb 28,,,,
2021 Mar 01,,,,
2021 Mar 02,166.54,39.91,5800,6000
2021 Mar 03,166.49,39.90,5600,6000
2021 Mar 04,166.38,39.71,5600,5970
2021 Mar 05,166.28,39.72,5600,6010
2021 Mar 06,166.17,39.72,5400,6050
2021 Mar 07,166.06,39.84,5600,6050
2021 Mar 08,165.99,40.16,5600,6060
2021 Mar 09,165.90,39.81,5600,6060
2021 Mar 10,165.72,40.17,5500,7520
2021 Mar 11,165.69,40.13,5600,6060
2021 Mar 12,165.65,39.77,5700,6060
2021 Mar 13,165.53,39.82,5700,6740
2021 Mar 14,165.62,39.64,5900,6080
2021 Mar 15,165.60,40.07,6500,6100
2021 Mar 16,165.55,39.82,6500,6070
2021 Mar 17,165.46,40.08,6400,6080
2021 Mar 18,165.58,39.98,7000,6080
2021 Mar 19,165.72,39.94,6700,6070
2021 Mar 20,165.75,40.07,7000,7390
2021 Mar 21,165.87,40.09,6900,7410
2021 Mar 22,165.94,40.12,6900,7990
2021 Mar 23,166.06,40.09,6900,6010
2021 Mar 24,165.88,40.59,7000,8680
2021 Mar 25,165.89,40.63,7400,9320
2021 Mar 26,165.86,40.65,7200,6670
2021 Mar 27,165.69,40.45,6700,8980
2021 Mar 28,165.47,40.61,6300,9100
2021 Mar 29,165.25,40.79,6500,9300
2021 Mar 30,165.30,40.41,6800,6750
2021 Mar 31,165.19,40.92,7500,9210
2021 Apr 01,165.15,40.11,8500,8050
2021 Apr 02,164.84,41.88,7800,11600
2021 Apr 03,164.63,41.87,7500,11400
2021 Apr 04,164.33,41.73,7200,12100
2021 Apr 05,164.13,41.70,7200,8890
2021 Apr 06,163.86,41.76,7200,8900
2021 Apr 07,163.66,41.85,7500,8930
2021 Apr 08,163.40,41.88,7900,12200
2021 Apr 09,163.20,41.77,7900,8930
2021 Apr 10,163.09,41.23,8400,8860
2021 Apr 11,163.10,41.01,8400,9330
2021 Apr 12,162.97,41.83,8600,8950
2021 Apr 13,162.72,41.39,8500,8260
2021 Apr 14,162.27,41.94,8400,11700
2021 Apr 15,162.21,41.56,8100,9000
2021 Apr 16,161.88,41.87,8200,12400
2021 Apr 17,161.83,41.87,8200,12400
2021 Apr 18,161.90,40.83,8900,7740
2021 Apr 19,161.79,41.93,8900,12100
2021 Apr 20,161.71,41.68,9200,9260
2021 Apr 21,161.27,42.41,9000,13400
2021 Apr 22,160.93,42.48,9000,11500
2021 Apr 23,160.48,42.45,8800,10800
2021 Apr 24,160.65,42.56,12000,10800
2021 Apr 25,160.43,43.16,10000,13100
2021 Apr 26,159.97,43.21,10500,14900
2021 Apr 27,159.74,42.85,10500,11600
2021 Apr 28,159.17,43.22,9800,15100
2021 Apr 29,158.73,43.41,9500,13300
2021 Apr 30,158.48,43.86,9000,11700
